DOEID,time,HDD65,CDD65
1100309,Jan,449,77
107644,Jun,317,11
111447,Dec,390,87
111470,May,199,169
1060251,Oct,428,78
104281,Jun,378,88
101977,Oct,167,220
110794,Apr,290,155
117184,Jan,442,9
1190513,Jun,344,121
103410,Sep,466,90
102196,Oct,535,62
102169,Apr,405,120
111566,Aug,397,81
118423,Mar,541,76
117111,Dec,111,231
117100,Oct,378,106
1099792,Jan,576,35
113236,Dec,182,251
105971,Nov,469,84
101384,May,112,107
101541,Dec,463,79
113453,Feb,271,141
111637,Mar,95,219
116617,Jun,158,363
115967,Jun,136,157
118142,Apr,375,107
109430,Dec,405,100
114507,Apr,197,143
104935,Aug,551,61
1148831,Oct,0,194
112710,Oct,361,109
113287,Sep,232,177
112288,Sep,220,161
1172868,Sep,333,118
113534,Feb,517,46
112101,Nov,506,61
105510,Mar,444,100
116003,Jul,277,89
108338,Oct,282,158
104779,Oct,467,56
109493,Aug,560,50
111826,May,400,17
1016414,Sep,95,427
105088,Jan,113,322
1054987,Jan,473,92
107020,Dec,578,40
118392,Jul,159,162
107719,Mar,25,412
1126794,Aug,408,105
103352,Dec,225,154
105548,Sep,163,226
115434,Oct,342,96
107531,Jul,81,258
117575,Apr,10,412
101315,Aug,788,40
1110061,May,511,65
116387,Jul,145,389
107099,Jun,590,29
114893,Aug,472,77
108027,Jan,523,71
113769,May,311,126
100712,Apr,343,109
108471,Dec,677,50
103950,Apr,278,116
105740,Jun,175,18
108731,Apr,279,156
112276,Aug,215,145
116606,Mar,514,80
107616,Dec,479,79
102976,Jul,207,181
113910,Nov,436,85
106786,Oct,299,124
105445,Dec,464,86
107683,Dec,693,45
111562,Aug,474,4
113376,Feb,475,64
108483,Jan,269,178
109158,Jan,77,314
113483,Jun,35,354
1060251,Jan,440,77
115081,Nov,410,83
102061,Jul,109,201
106739,Aug,77,260
114911,Sep,404,100
102311,Jan,662,55
106662,Dec,156,251
109993,Mar,155,89
1112841,Jul,620,0
109367,Nov,339,103
112571,Sep,490,72
106968,Sep,461,63
116286,Mar,493,36
107043,Apr,432,70
105441,Sep,197,161
107146,Oct,233,145
115690,Jan,337,117
112216,May,409,115
102653,Mar,455,69
101778,May,518,99
111713,Jan,97,242
110987,Sep,635,45
116088,Jan,227,136
1190418,Jun,100,87
100995,Mar,436,94
106402,Oct,274,123
107895,Dec,594,42
110803,Sep,469,99
115934,Oct,669,62
111825,Feb,257,131
113296,Mar,603,29
108174,Jan,301,128
106571,Mar,393,107
1167135,Nov,1,267
117142,Aug,476,38
103521,Mar,454,80
113333,Sep,250,156
117293,Aug,30,384
1185189,Dec,339,93
112412,Feb,38,289
114473,Jun,491,105
112073,Jun,447,122
115785,Jun,546,26
105593,Aug,376,115
117190,Jan,417,74
1057988,Dec,451,83
103521,Jan,434,76
108276,Feb,51,273
108301,Mar,788,2
111591,Jan,600,37
101507,Oct,511,61
1049977,Apr,699,21
1067356,Jan,603,72
101570,Apr,220,118
105773,Sep,444,62
108108,Oct,742,43
116461,Jun,242,133
109112,Jan,402,107
115906,Jan,339,85
114221,Jun,342,124
116783,Nov,110,244
103297,Aug,0,421
111911,Sep,89,380
1051454,Sep,378,88
109721,Jan,573,22
115653,Jan,110,261
1172772,Sep,408,9
103214,Jan,585,60
103650,Aug,549,47
106495,Mar,887,0
112591,Jul,8,443
1086478,Dec,146,241
115473,May,552,48
105837,Jan,386,35
106978,Jul,89,276
104591,Dec,493,93
114559,Jan,82,272
116299,Nov,46,309
108464,Sep,255,138
113556,Jul,625,48
109789,Apr,306,144
100269,Apr,600,53
1111467,Oct,350,88
107372,Apr,746,29
114796,Jan,488,98
112596,Jun,121,233
102349,Jan,666,50
116356,Apr,280,142
1161618,Jul,7,453
100843,Jul,393,27
113846,Oct,309,108
109236,Jun,92,246
1153609,Sep,312,130
115913,Nov,436,5
118287,May,238,129
113213,Oct,201,152
1113402,Nov,339,126
1128135,Aug,443,61
109046,Jul,447,97
1078156,Jul,327,106
116982,Jan,213,167
106897,Sep,0,339
101485,Aug,475,103
104983,Jan,529,57
105783,Nov,459,88
108414,Nov,569,52
107564,Jun,708,40
108101,Jul,350,123
116959,Jul,338,85
115277,Feb,300,119
107051,Jan,0,338
110307,Sep,60,228
101253,Jun,332,110
114706,May,497,68
100241,Feb,561,70
117290,Apr,175,172
1112536,Apr,160,190
111392,Jan,366,106
105719,Feb,496,58
104328,Apr,651,32
103797,Jul,151,43
101425,Oct,283,128
110207,Dec,371,122
1040450,Oct,76,284
113904,Aug,511,62
109862,Jul,248,116
115897,Mar,242,163
102830,Feb,103,230
116752,Jul,268,132
114038,Nov,208,89
104004,Apr,407,22
1196233,May,246,139
108547,Jul,238,156
103851,Feb,288,97
114449,Jun,379,102
1038606,Aug,614,76
1178373,Nov,362,99
113219,Feb,370,92
109043,Aug,112,263
100201,Feb,506,53
102955,Apr,6,430
106923,Sep,351,105
107530,Oct,477,77
100137,Jul,388,138
116732,Feb,339,97
112718,Nov,403,42
106392,Jul,119,326
113189,Jul,356,86
101169,Oct,570,35
1090673,Nov,415,78
110991,May,163,337
100634,Jun,512,72
1029150,Mar,330,110
108052,Mar,414,78
116178,May,451,89
101789,Feb,138,363
105083,Nov,407,117
108318,Jun,136,370
106131,Jul,551,58
101254,Jul,96,306
108936,Apr,328,121
1050842,Jan,485,73
114836,Aug,149,193
113752,Jan,232,134
1199074,Nov,113,228
1050051,Dec,337,105
106677,Sep,170,241
1140110,Nov,257,134
112472,Apr,365,64
109596,Sep,347,71
114053,May,456,84
110815,Feb,406,113
101712,Jun,313,141
1009231,Apr,372,94
110572,Apr,520,57
104193,Jun,344,96
100230,Feb,464,73
1093921,Sep,219,172
104238,Jan,493,66
1025151,Jan,639,42
115430,Mar,529,69
108506,May,575,37
113691,Mar,262,185
105422,Sep,377,130
1029150,Apr,329,105
113208,Nov,339,112
116735,Sep,234,172
115743,Oct,186,189
112155,Jun,388,131
103253,Nov,398,77
101140,Jan,473,82
112988,Feb,548,42
114625,Oct,51,288
107759,Jun,365,32
109292,Feb,439,47
1031529,Nov,466,75
1123965,Jul,383,18
105239,Jan,251,177
109638,Aug,664,0
101322,Jun,293,139
1003907,Jul,459,86
106712,Jul,97,108
106314,Sep,336,139
103209,Sep,304,133
109905,Nov,258,94
105769,Oct,306,131
101160,Apr,167,243
110248,Mar,341,108
107243,Nov,586,52
104307,Oct,511,74
116738,Nov,220,113
106112,Jul,234,196
112863,Dec,471,79
1094400,Aug,151,199
1090889,Mar,380,154
113926,May,289,116
113613,Nov,478,37
107271,Dec,239,163
114639,Nov,334,94
113924,May,271,116
111669,May,483,99
109290,Jul,399,82
1050747,Nov,145,359
100447,Aug,68,430
104787,Jan,238,145
102435,May,504,103
101213,Jun,478,76
107880,Jun,418,67
113985,Nov,503,61
1170069,Aug,72,427
114802,Jan,463,79
113009,Mar,461,66
104498,Jul,301,143
102112,Jun,348,87
100858,Sep,215,144
110284,Jun,355,22
101674,Dec,521,51
116670,Nov,306,130
116368,May,449,86
1123300,Aug,0,256
1154556,Jan,85,305
114099,Mar,495,50
111931,Jun,230,153
117721,Aug,176,181
115699,Sep,313,122
116812,Jun,305,108
101097,Sep,167,72
114986,Jun,27,370
104985,Jun,375,109
100856,Jun,235,138
110291,May,730,30
100649,Dec,771,67
102225,Aug,385,98
111167,Sep,334,152
100620,Aug,398,76
1046351,Aug,128,233
1083541,Sep,189,159
111570,May,116,314
114999,Aug,465,71
117276,May,84,257
102512,Jul,421,27
1062098,Jun,636,75
106215,Feb,136,219
107900,Aug,0,371
1187036,Nov,422,78
106962,Jul,89,81
111996,Oct,449,81
112610,Feb,319,134
114339,Sep,370,94
108182,Aug,689,54
1130462,Apr,614,53
102014,Feb,239,125
101322,Aug,341,147
109450,Jun,230,186
113929,Jul,476,66
111313,Nov,390,84
103318,Mar,904,1
1166238,Jan,384,75
108182,Jun,597,50
107048,Mar,406,80
104365,May,477,70
1193736,Jan,607,70
104372,Jan,69,106
114965,Oct,277,118
114775,Jun,551,71
101634,Feb,36,345
107698,Jul,649,45
1043226,Mar,358,119
117423,Jun,236,124
1164177,Jan,682,44
104293,Nov,88,264
104731,Jul,314,111
1099155,Sep,587,74
103246,Apr,12,382
112115,Mar,638,43
107519,May,376,89
109496,Dec,9,406
116521,Jul,296,129
1188414,Aug,1173,0
112631,Nov,315,99
109310,Dec,149,253
118014,Mar,340,83
1132176,Dec,531,56
110523,Feb,243,175
107776,Sep,403,108
116906,Sep,216,143
107042,Nov,444,93
118382,Jan,215,121
109451,Nov,28,352
100579,Oct,547,74
101027,Jun,120,298
1082339,Dec,486,102
101364,Dec,534,42
101683,Jan,159,189
113309,May,537,65
1130181,May,219,165
113881,Oct,394,109
103441,Oct,624,0
1023023,Mar,261,127
1179313,Aug,796,28
1112093,Feb,184,162
118479,Sep,618,27
1179313,Jul,811,31
115462,Mar,181,175
102185,Oct,104,184
101392,Jun,607,75
108677,Apr,534,64
1011066,Jun,70,462
111807,Jul,88,299
108455,Nov,478,81
116095,Oct,363,122
1058573,Nov,34,367
1034257,Sep,392,106
101376,Oct,363,101
1090889,Aug,424,124
107895,Feb,613,46
105509,Jan,445,50
116534,Feb,394,94
117487,Oct,64,453
107810,Jun,252,159
117364,Feb,379,100
1191339,Apr,358,95
111562,Sep,443,7
106827,May,452,78
1117454,Feb,485,66
1137351,Aug,392,103
109667,Aug,488,59
110613,Jun,135,225
108308,Mar,31,340
100984,May,177,332
109192,Apr,214,157
1074339,Jun,450,69
101251,Jul,533,72
114732,Nov,321,134
110478,Mar,0,369
116004,Jan,67,136
1093458,Jun,693,33
103270,Sep,391,103
110105,May,195,312
100409,Feb,539,63
101156,Apr,117,242
109381,Apr,175,216
101626,Dec,289,140
107467,Sep,146,205
102941,Sep,83,109
114005,Jan,532,78
112285,Apr,30,351
109151,Apr,302,133
116274,Dec,356,103
107508,May,511,60
1031552,Mar,6,389
102705,Nov,533,66
1015561,Sep,437,75
1102960,Mar,523,32
105224,Dec,321,111
108873,Aug,330,125
1152965,Oct,68,446
104487,Dec,186,205
1087558,May,519,50
105683,Jun,451,117
115277,Jun,259,114
110278,Feb,555,78
114713,Oct,232,130
105128,Jul,554,48
117186,Sep,15,371
116716,Oct,474,75
111496,Sep,469,80
102820,Jan,193,181
1172655,Jan,412,79
117894,Dec,64,314
107985,May,879,0
108491,Nov,512,61
1021309,Mar,334,107
111519,Dec,547,64
1120739,Feb,440,97
1145928,Sep,87,294
116586,Aug,437,70
108967,Sep,112,349
112788,Oct,447,71
115078,Jun,454,35
1066584,Nov,140,193
1050597,Mar,469,79
113752,Jun,221,150
113397,Nov,295,112
101999,Aug,352,109
101858,Aug,479,59
112988,Aug,546,45
1142519,Mar,719,42
101613,May,0,324
100212,Dec,414,105
114292,Jun,321,115
102236,Aug,314,126
1026585,Feb,226,147
100260,Jun,120,234
102072,Jun,535,43
116431,Jan,191,20
106127,Jul,408,105
108032,Dec,460,74
106979,Nov,205,72
101195,Nov,98,327
117695,May,495,71
1021581,Apr,252,122
113412,Feb,136,247
100161,May,601,49
114821,Jul,101,85
111894,Nov,389,84
116093,Feb,193,137
113054,Nov,312,112
109792,Nov,0,309
100348,Mar,87,93
108904,Aug,417,13
1000206,Jul,148,42
103273,Apr,400,89
114785,Aug,591,45
113995,Jul,40,339
1139929,Mar,419,105
116936,Aug,246,133
108143,Apr,92,254
109875,Dec,165,177
116837,Feb,348,26
113024,Jun,263,101
115565,Sep,544,53
105408,Jan,261,146
105185,May,296,124
1008740,Aug,263,98
103954,Apr,569,40
1150130,Mar,557,57
104917,Nov,714,20
1155673,Jun,471,70
118423,Oct,525,78
1046792,Dec,508,86
113782,Jan,274,168
1061923,Sep,102,281
1136267,Oct,284,143
107323,Aug,504,78
1185580,Apr,284,136
1131215,Dec,321,113
111776,Jun,368,119
101937,Jan,374,104
110167,Mar,543,62
117222,Nov,147,73
115438,Feb,378,99
106265,Jun,325,115
109279,Jan,93,255
102546,May,375,24
109871,Dec,253,137
1048084,Dec,815,38
108671,Jan,530,87
102641,Jun,307,107
104143,Aug,434,136
1142519,Jun,760,70
105325,Nov,84,258
116875,May,347,137
102835,Nov,386,97
110573,Apr,216,136
1150978,Apr,196,199
114492,Jan,187,84
110630,Feb,433,75
100276,Oct,196,172
112686,Aug,544,44
109568,Nov,542,22
118240,Jul,119,370
103946,Oct,73,417
115494,Jul,596,41
100263,Dec,186,169
106360,Jun,606,28
105588,Sep,376,96
106506,Oct,405,73
112276,Dec,219,159
104376,Oct,223,142
108608,Sep,762,2
113318,Nov,418,68
110909,Jun,1183,0
114795,Aug,55,391
117409,Mar,487,76
1025021,Oct,368,121
1082646,Feb,479,47
1124636,Mar,443,47
103339,Sep,9,416
111874,Nov,240,137
1130266,Dec,416,91
100946,Sep,586,32
110416,Oct,445,75
108686,Aug,650,27
116278,Jun,189,204
104792,Jul,452,77
107741,Mar,369,67
103509,Feb,378,89
115218,Feb,661,48
116780,May,354,101
112538,Nov,587,67
112200,May,283,161
111124,Jul,479,79
112278,Oct,604,59
104606,Oct,323,95
1010622,Mar,64,297
115275,Jan,502,59
113812,Dec,397,14
109065,Apr,273,111
106258,Feb,613,57
114954,Apr,98,288
106726,Apr,531,92
114702,Jul,208,66
109692,Dec,77,120
102490,Jan,386,9
113548,Apr,316,86
101517,Nov,514,17
107454,Dec,56,269
109593,Jun,255,124
115697,Sep,231,158
107214,Nov,526,81
113709,Jan,100,385
107360,Oct,472,57
1039237,May,355,99
1097983,Jan,568,69
117018,Nov,472,105
118267,Jan,265,147
111012,Sep,132,203
1134727,May,652,44
117290,Dec,194,179
102795,Jul,174,215
114953,Jan,316,121
115203,Dec,94,281
105492,Jan,253,96
116270,Apr,100,62
115305,Feb,86,244
103634,Oct,365,87
100546,Dec,362,103
110744,Jan,536,63
103980,May,234,184
114945,Feb,483,52
109795,Jun,26,356
112553,Nov,636,35
1052269,May,41,275
114845,Jul,91,97
1057759,Dec,231,134
105877,May,337,118
116980,Sep,277,119
106247,Sep,251,124
118311,Aug,162,42
104922,Aug,23,374
111604,Feb,462,81
1025745,Apr,215,140
105967,Aug,862,1
106111,Dec,62,326
108201,Jul,265,145
108177,Nov,366,133
102350,Jan,537,66
101955,Jul,88,432
109265,Sep,394,91
112423,Dec,524,55
1156436,Sep,410,90
109540,Mar,673,41
112833,Apr,74,225
101612,Aug,86,247
102953,Sep,122,225
102774,Aug,434,106
102100,Oct,654,27
1186281,Oct,105,249
113132,Nov,434,129
1185391,Dec,37,362
115998,Jan,340,114
112154,Nov,349,117
105628,Apr,394,36
103024,Jan,393,89
109529,Feb,378,117
103990,Jan,128,208
111614,Jun,442,67
101031,Nov,217,155
1154556,Jul,85,272
104612,Mar,119,300
100071,Dec,653,60
112656,May,246,123
110524,Oct,391,95
100003,Jan,329,153
1043176,Dec,213,157
104543,Jun,454,62
112104,Jan,0,424
1192557,Apr,313,143
110223,Aug,269,107
111194,Mar,468,79
103441,Dec,595,1
109069,Mar,839,36
109628,Feb,486,76
1071829,May,63,279
101058,Aug,868,0
108731,Jun,294,145
106177,Jun,345,115
1078554,Dec,12,380
111048,Sep,485,70
114293,Jan,215,153
102403,Jun,300,127
105694,Apr,552,46
102140,Mar,317,122
117839,Sep,416,108
104896,Feb,639,43
104281,Oct,370,105
114152,May,284,138
102504,May,252,161
104531,Jun,349,109
1112599,Dec,360,106
1066098,Oct,146,224
106052,Jun,84,284
101781,Dec,353,139
107759,Apr,359,37
116573,Aug,142,229
118004,Jul,3,420
110962,Dec,75,317
110472,Apr,584,27
108512,Dec,533,76
112115,Jun,623,27
106580,Mar,372,19
1014592,Nov,695,36
105322,Sep,641,48
102071,May,217,147
105806,Jan,346,103
1158872,Jul,301,131
103396,Oct,275,101
102890,Jul,412,98
1144410,Mar,428,98
1000684,Sep,280,122
113039,Jan,116,110
1159300,Jan,584,70
104943,Aug,96,146
112108,Dec,328,125
100369,Nov,1046,0
108861,Jun,408,52
107780,Dec,28,375
111348,Mar,471,88
117364,Nov,397,96
1019846,May,395,73
1165923,Aug,224,165
1018635,Jan,399,77
114691,Apr,329,119
118240,Mar,118,381
115397,Apr,377,94
107621,Aug,376,115
1029150,Feb,355,114
110112,Nov,397,25
101456,Nov,400,102
114396,May,251,162
111815,Apr,546,48
116450,Dec,370,102
111198,May,554,77
101038,Jan,292,129
1065199,Apr,439,4
116991,Jan,10,383
1156588,Jul,240,139
104220,Sep,575,38
1195487,Dec,208,148
118143,Jun,423,124
114738,May,282,118
118252,Apr,432,75
1034833,Oct,332,121
108197,Apr,180,187
1194276,May,211,168
1110903,Feb,587,68
1073844,Dec,233,123
115308,Aug,302,74
1145342,Jun,252,131
1063825,Apr,323,103
1173084,Jun,307,138
100501,May,408,96
109879,Sep,428,86
113568,May,70,420
103758,Aug,273,109
1144734,May,255,138
102200,Apr,471,72
116737,Aug,573,63
107689,Feb,238,147
104674,Oct,462,85
103681,Jul,365,101
105327,Jul,534,50
116877,Nov,242,161
102808,Oct,249,170
117344,Aug,0,405
100857,Apr,0,268
108245,Aug,116,78
100936,Jul,75,286
115264,Nov,9,379
109163,Aug,314,137
108401,Dec,314,91
114731,Oct,864,0
102296,Jul,493,78
100034,Jun,614,80
110753,Feb,369,110
118485,Jul,246,166
105898,Jul,128,203
1084737,Dec,332,111
1167223,Jun,559,68
108478,Mar,665,9
104594,Apr,489,58
117442,Sep,129,193
102553,Oct,357,119
112372,Oct,43,295
101280,Apr,513,61
1068941,Feb,604,75
1020732,Nov,902,0
117955,Oct,551,66
112500,May,423,112
111139,Jan,210,96
1079665,Nov,682,64
1110637,May,605,49
116245,Feb,163,222
105153,Dec,454,57
112474,May,95,299
1002890,Sep,221,151
1186912,Jul,258,142
1048636,Aug,482,81
102259,Oct,361,78
115840,Aug,86,62
100224,Jan,607,68
109764,Jan,236,127
104648,Jun,330,109
117734,Dec,306,117
1035308,Sep,339,102
111683,Mar,347,109
1119203,Dec,470,89
101323,Oct,476,77
105182,Dec,518,78
109953,Sep,256,168
111182,Jan,524,52
1045183,Jun,402,70
110730,Jun,645,69
116637,Mar,490,71
116252,Dec,438,112
115261,Sep,147,253
114829,Mar,316,132
109456,Jul,366,100
115446,Dec,96,248
100570,May,763,53
100197,Mar,0,387
115803,Mar,620,36
117308,Dec,428,101
107530,Jun,462,55
105186,May,23,328
104166,Sep,435,61
101899,Aug,503,62
104447,Nov,350,97
110251,Mar,433,93
112204,Feb,501,104
113586,Jan,88,95
108371,Dec,383,107
106803,Aug,103,387
107776,Jun,402,110
104923,Feb,545,74
106728,Dec,497,61
115655,Jun,9,406
113120,Mar,481,101
108296,Feb,508,72
118456,Aug,205,200
1075127,Oct,347,99
108346,Jun,343,146
114380,Apr,622,33
1148898,Jun,318,120
106400,Mar,105,357
114656,Apr,451,99
106890,Aug,316,108
108768,Apr,580,84
117378,Oct,582,74
113671,Nov,512,77
103183,Jun,693,40
116556,Jan,137,144
111672,Sep,329,119
103485,Apr,541,68
107657,May,677,58
1186912,Sep,279,125
109492,Jun,312,124
102865,Jul,581,62
110231,Jun,495,74
113238,Dec,879,0
117277,Mar,425,82
107699,Feb,76,260
109752,Apr,599,21
111091,Jan,67,453
1193840,May,103,290
104647,Oct,177,179
116820,Feb,528,75
1160464,Nov,512,59
105343,Aug,383,111
117254,Dec,493,70
104825,Feb,139,351
104535,Dec,168,176
112237,May,408,64
103250,Nov,518,48
1180510,Nov,55,304
1071311,Apr,498,119
108984,Nov,444,76
114205,Oct,406,64
108759,Sep,502,78
103277,Apr,506,59
1057834,Apr,270,126
115037,Jun,535,77
114562,Jun,451,65
105595,May,416,72
105609,Jun,434,91
103910,Mar,499,54
107549,Jan,107,294
108297,Aug,290,144
105209,Feb,103,281
111487,Jun,412,85
112512,Nov,335,110
103221,Oct,268,125
116797,May,393,114
112240,Jun,569,49
106332,Jul,441,62
107334,Mar,539,57
100896,Dec,32,410
1076113,Feb,400,94
116801,Dec,483,85
1102058,Aug,292,125
117992,Apr,339,125
105281,Jun,349,109
111016,Mar,283,165
1192752,Jan,112,232
106548,Nov,18,394
113970,Mar,595,46
106314,Jun,327,135
111474,Nov,91,309
111223,Feb,186,170
109782,Sep,480,46
116720,Oct,507,90
110955,May,466,111
113973,Nov,1170,0
100102,Jun,254,126
113203,May,350,101
106870,Mar,542,76
1169497,Nov,82,80
1066991,Mar,667,53
1090924,Nov,364,90
107038,Apr,423,76
102467,Apr,344,31
1165870,Jan,606,76
108428,Jan,249,163
113611,Aug,383,87
104175,Jan,498,76
1036863,Mar,263,192
106309,Feb,403,11
105150,Apr,805,0
118491,Mar,324,110
101329,May,443,84
105267,Aug,183,169
109205,Apr,647,31
100326,Mar,340,119
113747,Aug,422,70
102899,May,442,74
118091,Nov,481,78
110559,Nov,469,51
116221,Dec,478,84
109293,Sep,152,247
116713,May,412,85
114096,May,452,60
100612,Mar,548,61
102121,Feb,302,103
1189790,Jun,178,183
108568,Oct,352,93
102701,Nov,638,31
118153,Nov,389,89
105579,Dec,443,93
1134140,Feb,398,110
110627,Feb,12,340
1068338,May,684,49
106252,Apr,404,86
104844,Aug,342,84
108049,Jan,274,123
114602,May,206,170
111578,May,363,117
101164,Apr,0,309
101554,Dec,375,77
116386,Sep,146,356
115942,Sep,458,62
102440,Jun,37,337
109859,Nov,13,348
106597,Oct,477,85
103544,May,173,196
1027534,Sep,235,120
100895,Nov,636,51
1095069,Jan,589,74
101404,Jun,650,32
111626,Aug,855,0
102926,Nov,361,118
1007517,May,106,384
1126509,Jan,613,78
116603,Oct,165,258
107331,May,347,127
105942,Mar,191,124
116627,Jul,647,25
101608,Feb,440,107
109124,Dec,682,52
115250,Apr,373,139
112898,Sep,404,50
100349,Jul,332,118
103125,Aug,379,77
116198,Aug,208,162
1097395,May,651,34
100565,Sep,0,263
112571,Jan,522,74
1085937,Dec,427,87
109243,Oct,401,84
111166,Jan,505,84
110688,May,214,154
114643,Mar,167,172
115701,Jul,278,127
104221,Apr,256,191
104415,Feb,629,30
118145,Jul,393,100
105134,Sep,326,139
1082114,Nov,465,81
117483,Aug,253,148
102395,Jun,170,178
112836,Nov,131,221
112284,Sep,343,108
101493,Jul,397,118
105502,Jan,520,65
113888,Sep,364,39
105345,Apr,224,167
1115696,Dec,22,414
112500,Nov,427,92
1191651,May,81,140
115898,Apr,365,76
109562,Dec,444,62
103928,Dec,208,165
1084518,Apr,470,65
103541,Oct,462,74
105977,Apr,339,96
114613,May,97,219
111674,Jun,316,92
103408,Nov,98,271
117625,Dec,405,108
106841,May,469,77
106943,May,752,37
100244,Jan,28,371
1136840,Jan,110,290
1024894,Dec,333,107
1024997,Jan,544,71
107758,Sep,518,82
113981,Oct,368,100
1045099,Nov,322,89
104804,Aug,295,129
110111,May,340,121
102551,Mar,133,192
116950,Aug,413,99
112175,Jun,434,82
115776,Apr,388,41
1041993,Sep,488,55
112780,Dec,492,70
101648,Nov,412,68
113251,Nov,75,297
112040,Dec,581,40
116615,Feb,458,93
110023,Feb,443,58
1198502,Jan,312,99
101174,Nov,138,245
100681,Feb,81,92
108594,Nov,369,109
116353,Sep,544,27
1001567,Nov,63,457
1124774,May,361,94
1078987,Jan,523,31
1098069,Oct,569,35
105453,Aug,460,80
116981,Jan,361,119
100774,May,394,126
1099173,Aug,192,32
102319,Mar,754,53
102960,Sep,667,47
107015,Nov,459,73
1114322,Apr,145,175
109228,Aug,162,216
1107286,May,479,73
104869,Aug,261,155
1026585,Mar,211,165
115114,Dec,500,39
104142,May,525,57
108301,Feb,803,1
102068,May,428,68
107562,Jul,450,75
110184,Jun,179,218
1180638,May,497,63
118414,Jan,394,117
103158,Sep,392,96
101249,Feb,435,90
1085870,Mar,657,6
1146332,Jul,421,13
115577,Jun,276,137
113313,Jun,575,74
1073851,Apr,33,375
116542,Aug,230,165
102100,Dec,616,32
100120,Apr,295,109
116112,Sep,540,75
115969,Feb,312,107
112672,May,89,101
102500,Nov,81,81
110561,Apr,185,194
103624,Jan,98,219
104262,Apr,510,89
1011132,Mar,303,118
1092429,Feb,411,17
112838,Sep,273,133
1160197,Aug,421,70
108879,Jun,372,8
109582,Dec,124,163
115890,Jul,349,111
108934,Nov,100,405
102538,Jun,98,373
115082,Apr,252,138
1134505,Dec,289,141
105101,Dec,0,431
1036674,Aug,109,280
115376,Aug,199,134
107181,Jul,535,37
114115,Aug,471,106
113300,Jul,340,106
115250,Jan,391,123
104120,Jul,431,95
102058,Oct,236,116
115087,Oct,342,109
109214,May,514,64
115547,May,393,92
103580,Apr,566,78
109588,Oct,95,384
108554,May,98,402
115574,Jan,148,247
111869,Oct,442,77
117811,Jul,196,232
100121,Nov,487,76
104241,Apr,92,140
110332,Oct,444,80
100327,May,166,252
101512,Oct,306,142
107168,May,328,110
103202,Oct,520,51
113506,Feb,247,132
107309,Oct,437,71
113486,Dec,610,62
1089215,Sep,289,135
100814,Jul,397,81
114857,May,396,23
107441,Feb,400,53
100435,Nov,355,110
1019965,May,358,122
1113941,Oct,452,68
108159,Nov,479,68
116718,May,597,57
101368,Oct,482,35
1031529,Aug,443,76
113398,Jul,670,37
1059074,Jul,434,66
1010172,May,167,70
112290,Aug,348,116
107247,Feb,379,13
107243,Aug,585,41
102804,Sep,316,123
103765,May,425,92
1118864,Sep,512,92
1195509,Jan,349,130
116974,Aug,427,95
115209,Jun,10,393
108380,Jan,219,180
