HHID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,NUMADULT1,NUMADULT2,ATHOME,MONEYPY
282487,SOUTH,East South Central,1,AL,Alabama,1,55,1,3,0,1,1,0,1,0,0,11
289622,SOUTH,West South Central,40,OK,Oklahoma,2,51,1,5,0,1,4,1,3,0,5,15
253518,MIDWEST,West North Central,27,MN,Minnesota,1,46,4,4,0,1,5,3,2,0,5,11
198798,MIDWEST,West North Central,29,MO,Missouri,2,30,4,3,0,1,2,0,2,0,2,8
278399,SOUTH,South Atlantic,37,NC,North Carolina,2,84,3,1,0,1,2,0,1,1,5,9
422844,SOUTH,South Atlantic,37,NC,North Carolina,1,77,3,3,0,1,2,0,0,2,5,14
144015,MIDWEST,East North Central,17,IL,Illinois,2,35,1,2,0,1,1,0,1,0,0,12
225998,SOUTH,South Atlantic,24,MD,Maryland,2,39,1,3,0,1,3,1,2,0,5,12
109528,WEST,Mountain North,16,ID,Idaho,1,76,3,3,0,1,2,0,0,2,5,8
120156,SOUTH,East South Central,21,KY,Kentucky,1,27,1,2,0,1,7,4,3,0,5,12
310515,SOUTH,South Atlantic,13,GA,Georgia,1,31,4,1,0,1,1,0,1,0,5,1
422137,NORTHEAST,New England,25,MA,Massachusetts,2,53,4,4,0,4,3,0,3,0,5,5
227673,SOUTH,South Atlantic,11,DC,District of Columbia,2,29,1,5,0,1,2,0,2,0,5,15
437143,MIDWEST,East North Central,17,IL,Illinois,1,75,2,5,0,1,1,0,0,1,2,11
407823,NORTHEAST,New England,25,MA,Massachusetts,2,72,3,3,0,4,2,0,1,1,5,11
340577,SOUTH,East South Central,47,TN,Tennessee,1,48,2,5,0,1,4,2,2,0,3,16
7784,SOUTH,South Atlantic,51,VA,Virginia,2,49,3,4,0,1,3,0,3,0,5,15
219062,WEST,Pacific,6,CA,California,1,49,4,3,0,1,5,2,3,0,5,1
198503,WEST,Pacific,41,OR,Oregon,1,50,1,4,0,1,3,0,3,0,2,16
217479,WEST,Pacific,6,CA,California,2,29,1,4,0,1,2,0,2,0,4,16
147282,NORTHEAST,New England,25,MA,Massachusetts,2,57,1,4,0,1,2,0,1,1,5,16
405100,NORTHEAST,New England,9,CT,Connecticut,1,41,1,3,0,2,2,1,1,0,5,11
415970,WEST,Mountain South,35,NM,New Mexico,1,69,2,3,0,3,1,0,0,1,0,1
431112,SOUTH,South Atlantic,54,WV,West Virginia,1,29,4,2,0,1,2,0,2,0,5,1
11712,SOUTH,East South Central,1,AL,Alabama,1,80,3,3,0,1,1,0,0,1,5,8
358567,MIDWEST,West North Central,46,SD,South Dakota,2,66,3,2,0,1,2,0,1,1,5,8
212107,MIDWEST,West North Central,29,MO,Missouri,2,51,1,5,0,1,1,0,1,0,3,10
434274,SOUTH,East South Central,47,TN,Tennessee,1,76,3,2,0,1,1,0,0,1,5,6
36926,MIDWEST,West North Central,19,IA,Iowa,1,64,4,3,0,1,3,0,3,0,5,12
32668,MIDWEST,East North Central,55,WI,Wisconsin,2,56,4,4,0,1,2,1,1,0,5,7
386273,SOUTH,South Atlantic,13,GA,Georgia,2,76,3,5,0,2,3,0,0,3,5,13
349133,WEST,Pacific,53,WA,Washington,2,89,3,2,0,1,2,0,0,2,5,11
491926,MIDWEST,West North Central,29,MO,Missouri,2,28,1,4,0,1,4,0,4,0,2,15
367299,WEST,Pacific,41,OR,Oregon,1,72,1,3,0,1,1,0,0,1,5,15
405616,MIDWEST,West North Central,27,MN,Minnesota,1,64,3,3,0,1,1,0,1,0,5,8
245438,WEST,Mountain North,56,WY,Wyoming,2,58,1,2,0,1,2,0,2,0,2,16
423460,NORTHEAST,Middle Atlantic,36,NY,New York,2,38,1,4,0,4,3,1,2,0,0,15
290490,WEST,Pacific,6,CA,California,2,72,3,4,0,1,2,0,0,2,5,8
323279,WEST,Mountain South,35,NM,New Mexico,1,65,1,3,0,2,1,0,0,1,1,14
482820,WEST,Pacific,41,OR,Oregon,1,31,4,3,0,1,3,1,2,0,5,11
442215,SOUTH,South Atlantic,54,WV,West Virginia,2,62,1,2,0,1,2,0,2,0,2,14
43023,SOUTH,South Atlantic,12,FL,Florida,1,39,4,3,0,1,4,2,2,0,5,6
79930,SOUTH,West South Central,48,TX,Texas,1,51,1,4,0,1,1,0,1,0,0,13
328582,SOUTH,South Atlantic,45,SC,South Carolina,2,73,3,3,0,1,2,0,0,2,5,14
435235,NORTHEAST,New England,33,NH,New Hampshire,1,30,1,5,0,1,3,1,2,0,5,15
265201,WEST,Pacific,41,OR,Oregon,1,36,4,4,0,1,5,3,2,0,5,8
395286,SOUTH,East South Central,28,MS,Mississippi,1,43,1,2,0,1,4,2,2,0,5,13
357541,SOUTH,South Atlantic,12,FL,Florida,1,62,1,2,0,1,3,0,3,0,4,13
359434,SOUTH,South Atlantic,11,DC,District of Columbia,1,24,2,5,0,1,2,0,2,0,5,8
328441,MIDWEST,West North Central,27,MN,Minnesota,1,75,3,3,0,1,6,2,3,1,5,8
36178,MIDWEST,East North Central,55,WI,Wisconsin,1,62,1,5,0,1,2,0,2,0,5,15
460530,SOUTH,South Atlantic,12,FL,Florida,2,75,3,4,0,1,2,0,1,1,5,8
375744,WEST,Mountain South,4,AZ,Arizona,1,54,1,2,0,1,7,2,5,0,5,6
188241,NORTHEAST,Middle Atlantic,36,NY,New York,1,26,1,4,0,1,3,0,3,0,5,16
249240,SOUTH,South Atlantic,10,DE,Delaware,1,43,1,4,0,1,4,2,2,0,5,15
407397,SOUTH,South Atlantic,37,NC,North Carolina,2,63,1,4,0,1,2,0,2,0,3,16
242817,SOUTH,South Atlantic,51,VA,Virginia,1,58,1,3,0,2,2,0,1,1,1,8
368198,SOUTH,West South Central,48,TX,Texas,1,66,2,1,1,1,6,2,2,2,5,12
420125,MIDWEST,East North Central,26,MI,Michigan,1,73,3,4,0,1,2,0,0,2,5,10
80359,MIDWEST,West North Central,38,ND,North Dakota,2,50,1,3,0,3,3,0,3,0,5,12
61864,SOUTH,East South Central,47,TN,Tennessee,2,61,1,4,0,1,2,0,2,0,5,16
720,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,55,1,4,0,1,3,0,3,0,5,16
477903,MIDWEST,East North Central,39,OH,Ohio,2,49,1,4,0,1,1,0,1,0,0,12
123633,WEST,Pacific,6,CA,California,1,68,3,4,0,1,2,0,0,2,5,15
248701,MIDWEST,West North Central,29,MO,Missouri,1,35,1,5,0,1,3,1,2,0,5,15
319783,MIDWEST,West North Central,31,NE,Nebraska,1,63,1,2,0,1,2,0,1,1,0,10
103336,SOUTH,South Atlantic,12,FL,Florida,2,30,1,5,0,1,2,0,2,0,5,16
486658,SOUTH,South Atlantic,37,NC,North Carolina,2,43,3,3,0,1,5,3,2,0,5,12
204540,WEST,Mountain South,32,NV,Nevada,1,41,1,3,0,1,3,1,2,0,2,14
397066,NORTHEAST,Middle Atlantic,36,NY,New York,2,77,3,5,0,1,1,0,0,1,5,14
147662,SOUTH,South Atlantic,11,DC,District of Columbia,2,50,1,5,0,1,4,2,2,0,5,16
61833,SOUTH,West South Central,48,TX,Texas,1,34,4,2,1,1,5,3,2,0,5,8
465918,WEST,Mountain North,30,MT,Montana,1,36,4,3,0,1,4,2,2,0,5,14
420899,SOUTH,South Atlantic,11,DC,District of Columbia,1,27,1,5,0,1,1,0,1,0,5,14
495558,MIDWEST,East North Central,55,WI,Wisconsin,1,44,2,4,0,1,4,2,2,0,5,15
225228,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,70,3,2,0,1,1,0,0,1,5,6
196121,SOUTH,South Atlantic,12,FL,Florida,1,63,1,2,0,1,1,0,1,0,0,8
196819,WEST,Pacific,6,CA,California,1,50,1,4,0,4,5,1,4,0,5,16
270274,NORTHEAST,Middle Atlantic,36,NY,New York,1,37,1,4,0,1,3,0,3,0,5,15
268386,SOUTH,South Atlantic,12,FL,Florida,1,64,2,5,0,2,3,0,2,1,5,16
453632,MIDWEST,West North Central,27,MN,Minnesota,2,75,3,3,0,1,3,0,1,2,5,13
190454,NORTHEAST,New England,23,ME,Maine,1,67,3,3,0,1,2,0,0,2,5,11
342914,SOUTH,West South Central,48,TX,Texas,1,33,2,2,1,1,4,2,2,0,5,1
52078,WEST,Pacific,6,CA,California,2,49,1,1,1,1,6,2,4,0,5,10
4439,SOUTH,West South Central,48,TX,Texas,1,36,1,5,0,1,4,1,3,0,5,15
333760,SOUTH,West South Central,40,OK,Oklahoma,2,45,4,2,0,1,2,0,2,0,5,7
108930,WEST,Pacific,53,WA,Washington,1,44,1,3,0,2,4,1,3,0,5,14
322934,SOUTH,East South Central,21,KY,Kentucky,1,45,4,2,0,2,4,3,1,0,5,7
457304,NORTHEAST,Middle Atlantic,36,NY,New York,2,38,1,4,0,1,1,0,1,0,5,15
399316,WEST,Pacific,15,HI,Hawaii,1,42,1,4,0,4,1,0,1,0,2,11
492213,MIDWEST,West North Central,31,NE,Nebraska,1,38,1,4,0,1,4,3,1,0,1,15
433897,WEST,Pacific,2,AK,Alaska,2,47,1,3,0,1,2,0,2,0,5,16
430766,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,22,2,4,1,1,4,0,4,0,5,16
1803,NORTHEAST,Middle Atlantic,36,NY,New York,2,67,3,2,0,1,1,0,0,1,5,7
365023,SOUTH,South Atlantic,24,MD,Maryland,2,59,1,5,0,1,2,0,2,0,5,16
163855,SOUTH,South Atlantic,12,FL,Florida,2,68,3,3,0,6,1,0,0,1,5,10
159317,SOUTH,East South Central,47,TN,Tennessee,1,33,1,4,0,4,1,0,1,0,3,14
445293,SOUTH,South Atlantic,13,GA,Georgia,2,62,1,3,1,1,4,2,2,0,5,10
68683,MIDWEST,East North Central,26,MI,Michigan,2,74,3,4,0,1,2,0,0,2,5,10
8930,WEST,Pacific,6,CA,California,1,54,4,2,0,4,3,1,2,0,5,15
201960,SOUTH,South Atlantic,51,VA,Virginia,1,73,3,5,0,1,1,0,0,1,4,14
489850,WEST,Mountain South,32,NV,Nevada,2,51,1,2,1,1,5,2,3,0,5,12
254320,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,55,1,4,0,1,1,0,1,0,1,8
489816,WEST,Pacific,41,OR,Oregon,2,71,2,3,0,1,3,0,1,2,5,8
105774,WEST,Mountain South,4,AZ,Arizona,1,78,3,1,0,1,1,0,0,1,5,5
296580,WEST,Pacific,41,OR,Oregon,1,72,3,4,0,1,1,0,0,1,5,12
272594,MIDWEST,East North Central,55,WI,Wisconsin,1,55,1,4,0,1,3,0,3,0,5,16
63915,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,30,1,4,0,1,2,0,2,0,1,16
408849,SOUTH,East South Central,47,TN,Tennessee,1,57,1,4,0,1,2,0,2,0,3,15
397541,NORTHEAST,New England,9,CT,Connecticut,1,80,3,3,0,1,1,0,0,1,4,8
131902,NORTHEAST,New England,33,NH,New Hampshire,1,61,4,4,0,1,2,0,2,0,5,16
104475,WEST,Mountain South,35,NM,New Mexico,1,45,1,5,1,1,4,1,3,0,5,13
189849,WEST,Mountain North,8,CO,Colorado,2,42,1,3,0,1,1,0,1,0,5,15
395493,MIDWEST,East North Central,55,WI,Wisconsin,1,51,1,4,0,1,2,0,1,1,5,13
270819,MIDWEST,East North Central,55,WI,Wisconsin,2,71,3,3,0,1,2,0,0,2,5,8
333863,MIDWEST,West North Central,19,IA,Iowa,2,52,1,2,0,1,2,0,2,0,5,13
380606,WEST,Mountain South,4,AZ,Arizona,1,59,1,3,0,1,2,0,2,0,5,15
124857,MIDWEST,West North Central,27,MN,Minnesota,1,82,3,1,0,1,1,0,0,1,5,5
141523,MIDWEST,East North Central,18,IN,Indiana,1,77,3,4,0,1,1,0,0,1,5,4
362132,MIDWEST,West North Central,46,SD,South Dakota,2,86,3,3,0,1,1,0,0,1,5,9
373430,MIDWEST,East North Central,18,IN,Indiana,2,57,1,2,0,1,2,0,2,0,4,16
57605,SOUTH,South Atlantic,45,SC,South Carolina,1,45,1,5,0,1,2,0,2,0,5,16
134447,WEST,Mountain North,49,UT,Utah,2,63,3,3,0,1,4,1,3,0,5,12
291365,MIDWEST,West North Central,27,MN,Minnesota,2,35,4,2,0,1,2,0,2,0,4,4
389037,MIDWEST,West North Central,27,MN,Minnesota,2,40,1,5,0,1,4,2,2,0,5,15
390594,SOUTH,West South Central,22,LA,Louisiana,2,57,2,1,0,1,3,1,2,0,5,2
37736,WEST,Pacific,53,WA,Washington,1,66,3,3,1,1,1,0,0,1,5,4
430555,SOUTH,South Atlantic,12,FL,Florida,2,52,1,4,1,1,4,0,4,0,5,16
425152,NORTHEAST,Middle Atlantic,36,NY,New York,1,81,3,3,0,2,7,2,2,3,5,15
499638,MIDWEST,West North Central,27,MN,Minnesota,1,56,1,3,0,2,1,0,1,0,3,11
67036,NORTHEAST,New England,25,MA,Massachusetts,1,29,1,4,0,4,2,0,2,0,1,16
368970,MIDWEST,East North Central,55,WI,Wisconsin,1,25,1,4,0,1,1,0,1,0,5,10
379133,SOUTH,South Atlantic,12,FL,Florida,2,72,3,3,0,1,2,0,0,2,5,12
47595,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,22,1,4,1,1,4,0,4,0,5,16
483576,SOUTH,South Atlantic,13,GA,Georgia,2,46,3,2,0,1,2,0,2,0,5,1
276433,WEST,Pacific,15,HI,Hawaii,1,37,1,5,0,4,3,1,2,0,5,13
19951,SOUTH,West South Central,22,LA,Louisiana,1,55,4,4,0,1,2,0,2,0,5,16
7158,WEST,Pacific,6,CA,California,1,46,1,5,0,1,4,2,2,0,5,14
481697,SOUTH,West South Central,5,AR,Arkansas,1,51,1,4,0,1,4,0,2,2,5,15
79978,SOUTH,East South Central,47,TN,Tennessee,2,74,3,2,0,1,2,0,0,2,5,13
161989,SOUTH,South Atlantic,12,FL,Florida,2,22,2,3,0,2,3,0,3,0,4,13
127601,SOUTH,West South Central,48,TX,Texas,2,23,1,3,0,1,1,0,1,0,5,9
221190,WEST,Mountain North,16,ID,Idaho,1,52,2,5,1,1,4,2,2,0,5,16
315966,WEST,Pacific,6,CA,California,2,90,3,2,0,1,2,0,0,2,5,11
450949,SOUTH,South Atlantic,12,FL,Florida,2,69,3,4,0,1,2,0,1,1,5,11
424108,SOUTH,West South Central,40,OK,Oklahoma,1,61,2,1,0,1,2,0,1,1,5,6
195226,SOUTH,East South Central,21,KY,Kentucky,2,31,1,2,1,1,1,0,1,0,2,16
274220,MIDWEST,East North Central,55,WI,Wisconsin,1,30,1,4,0,1,3,2,1,0,5,13
102827,SOUTH,South Atlantic,45,SC,South Carolina,1,55,1,4,0,1,3,0,3,0,3,13
178535,SOUTH,West South Central,22,LA,Louisiana,1,57,4,3,0,2,1,0,1,0,0,2
170742,SOUTH,South Atlantic,11,DC,District of Columbia,1,40,1,4,0,1,2,0,2,0,5,16
221231,SOUTH,East South Central,21,KY,Kentucky,1,57,3,1,0,1,2,0,2,0,5,4
274873,WEST,Mountain South,32,NV,Nevada,2,50,4,3,1,1,2,0,2,0,2,9
142473,NORTHEAST,New England,9,CT,Connecticut,2,58,1,2,0,1,3,0,3,0,2,13
427030,MIDWEST,East North Central,17,IL,Illinois,1,40,1,3,0,1,2,0,2,0,3,16
15835,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,62,4,3,0,1,1,0,1,0,5,7
249377,SOUTH,West South Central,40,OK,Oklahoma,2,73,3,5,0,1,2,0,0,2,5,14
174166,SOUTH,West South Central,22,LA,Louisiana,1,46,4,2,0,1,2,0,2,0,5,15
78806,WEST,Pacific,2,AK,Alaska,2,65,3,4,0,1,2,0,1,1,5,16
226801,WEST,Mountain North,16,ID,Idaho,1,78,3,5,0,1,1,0,0,1,5,11
2674,SOUTH,West South Central,22,LA,Louisiana,1,57,1,4,0,2,2,0,1,1,4,12
10303,NORTHEAST,New England,44,RI,Rhode Island,1,48,4,4,0,1,4,1,3,0,5,14
434360,SOUTH,South Atlantic,13,GA,Georgia,2,71,3,5,0,1,2,0,0,2,5,16
497239,SOUTH,East South Central,21,KY,Kentucky,1,62,1,1,0,1,2,0,1,1,5,9
273481,SOUTH,West South Central,48,TX,Texas,2,80,3,5,0,1,2,0,0,2,5,16
151778,MIDWEST,East North Central,18,IN,Indiana,1,90,3,2,0,1,1,0,0,1,5,5
11119,NORTHEAST,New England,23,ME,Maine,2,66,3,3,0,2,1,0,0,1,5,12
213257,SOUTH,East South Central,47,TN,Tennessee,2,73,3,2,0,1,1,0,0,1,5,9
367167,SOUTH,South Atlantic,24,MD,Maryland,1,75,3,3,0,2,1,0,0,1,5,4
9581,SOUTH,South Atlantic,51,VA,Virginia,2,51,3,4,0,1,4,2,2,0,5,16
365322,NORTHEAST,New England,25,MA,Massachusetts,2,80,3,4,0,1,7,0,1,6,5,16
414462,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,82,3,5,0,1,2,0,1,1,5,9
95372,SOUTH,South Atlantic,12,FL,Florida,1,90,4,1,0,2,2,0,1,1,5,6
94751,WEST,Mountain South,4,AZ,Arizona,2,70,3,5,0,1,2,0,0,2,5,13
24005,SOUTH,South Atlantic,51,VA,Virginia,1,59,3,3,0,2,2,0,2,0,4,8
178090,MIDWEST,East North Central,18,IN,Indiana,1,57,1,2,0,1,2,0,2,0,5,7
53525,SOUTH,South Atlantic,11,DC,District of Columbia,1,29,1,5,0,1,1,0,1,0,3,14
39416,MIDWEST,East North Central,26,MI,Michigan,1,85,3,5,0,4,2,0,0,2,5,16
428385,MIDWEST,West North Central,46,SD,South Dakota,2,36,1,5,0,1,1,0,1,0,2,12
146373,NORTHEAST,Middle Atlantic,36,NY,New York,2,60,3,3,0,1,2,0,2,0,5,14
140806,MIDWEST,East North Central,18,IN,Indiana,1,68,2,2,0,1,2,0,1,1,5,14
62068,WEST,Pacific,15,HI,Hawaii,1,50,1,4,0,4,3,1,2,0,2,15
483796,MIDWEST,West North Central,31,NE,Nebraska,1,36,1,4,0,1,3,1,2,0,2,14
298553,WEST,Mountain North,30,MT,Montana,2,73,3,3,1,1,2,0,1,1,3,6
477726,SOUTH,South Atlantic,10,DE,Delaware,2,71,3,4,0,1,2,0,0,2,5,13
87476,MIDWEST,East North Central,18,IN,Indiana,1,62,3,2,0,1,3,0,2,1,5,15
417512,MIDWEST,West North Central,38,ND,North Dakota,2,81,3,1,0,1,2,0,1,1,5,9
115874,SOUTH,South Atlantic,12,FL,Florida,2,71,3,4,0,1,2,0,1,1,5,8
43792,SOUTH,South Atlantic,12,FL,Florida,1,73,2,3,0,1,1,0,0,1,5,9
122402,MIDWEST,East North Central,17,IL,Illinois,1,53,1,3,0,1,2,0,2,0,5,16
295384,SOUTH,South Atlantic,51,VA,Virginia,2,90,3,1,0,1,1,0,0,1,5,5
211475,MIDWEST,East North Central,18,IN,Indiana,1,27,4,4,0,1,4,2,2,0,5,13
80146,WEST,Mountain South,4,AZ,Arizona,1,38,2,4,0,1,5,3,2,0,4,13
445302,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,40,1,5,0,1,2,0,2,0,3,16
243710,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,48,1,5,0,1,4,2,2,0,5,16
297003,SOUTH,West South Central,22,LA,Louisiana,1,42,4,1,0,1,2,1,1,0,5,1
360471,WEST,Pacific,6,CA,California,2,81,3,5,0,1,2,0,0,2,5,13
236642,MIDWEST,West North Central,20,KS,Kansas,2,61,3,3,0,1,1,0,1,0,5,4
377631,MIDWEST,West North Central,19,IA,Iowa,1,64,3,4,0,1,2,0,1,1,5,13
476212,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,73,3,4,0,1,1,0,0,1,5,13
273127,MIDWEST,West North Central,38,ND,North Dakota,1,49,1,4,0,1,4,3,1,0,0,13
292197,WEST,Mountain North,16,ID,Idaho,2,45,1,5,0,1,5,1,4,0,5,15
428957,WEST,Mountain North,30,MT,Montana,2,86,3,2,0,1,1,0,0,1,5,10
236467,SOUTH,West South Central,5,AR,Arkansas,2,60,1,2,0,1,1,0,1,0,0,8
163476,SOUTH,West South Central,48,TX,Texas,1,51,1,2,0,1,3,1,2,0,4,11
449742,WEST,Pacific,15,HI,Hawaii,2,50,1,2,0,5,2,0,2,0,1,15
401120,WEST,Mountain South,4,AZ,Arizona,1,58,1,2,0,1,2,0,1,1,5,12
481460,NORTHEAST,New England,25,MA,Massachusetts,1,22,2,3,1,3,1,0,1,0,0,1
376888,SOUTH,South Atlantic,11,DC,District of Columbia,2,31,1,5,0,1,1,0,1,0,5,16
372431,SOUTH,West South Central,48,TX,Texas,1,48,1,4,0,1,2,0,2,0,5,14
269176,SOUTH,South Atlantic,13,GA,Georgia,1,59,2,4,0,1,2,0,2,0,5,16
16060,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,71,1,4,0,1,1,0,0,1,0,12
134928,SOUTH,South Atlantic,37,NC,North Carolina,1,49,1,2,0,1,2,0,2,0,5,1
177859,NORTHEAST,New England,25,MA,Massachusetts,1,38,2,5,0,1,5,3,2,0,5,15
86420,SOUTH,East South Central,21,KY,Kentucky,1,63,3,2,0,2,6,4,2,0,5,13
482401,WEST,Mountain North,56,WY,Wyoming,1,33,1,4,0,1,2,0,2,0,3,13
193033,WEST,Mountain North,8,CO,Colorado,1,56,2,4,0,1,3,1,2,0,5,15
322214,MIDWEST,East North Central,26,MI,Michigan,1,65,2,3,0,1,1,0,0,1,5,9
255739,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,49,1,5,0,1,2,0,2,0,5,15
448521,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,58,1,4,0,1,2,0,1,1,1,15
336879,MIDWEST,West North Central,19,IA,Iowa,1,53,4,2,0,1,3,1,2,0,5,12
376686,SOUTH,South Atlantic,12,FL,Florida,2,58,1,4,0,1,2,0,2,0,0,14
61689,SOUTH,West South Central,48,TX,Texas,1,71,4,3,0,1,2,0,0,2,5,8
28614,MIDWEST,East North Central,26,MI,Michigan,1,23,1,3,1,1,3,1,2,0,3,5
409469,WEST,Mountain South,4,AZ,Arizona,2,65,1,3,0,2,1,0,0,1,5,12
185788,WEST,Pacific,53,WA,Washington,2,74,3,5,0,1,2,0,0,2,5,14
370925,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,59,1,3,0,1,3,0,3,0,3,15
108384,MIDWEST,East North Central,26,MI,Michigan,2,31,1,3,0,1,6,4,2,0,5,9
497309,NORTHEAST,Middle Atlantic,36,NY,New York,2,38,4,5,0,1,3,0,3,0,5,12
464453,SOUTH,South Atlantic,12,FL,Florida,2,45,1,3,0,1,3,1,2,0,5,16
452229,MIDWEST,West North Central,38,ND,North Dakota,2,37,1,4,0,1,4,2,2,0,5,13
343676,SOUTH,East South Central,1,AL,Alabama,1,73,3,3,0,1,1,0,0,1,5,6
449129,MIDWEST,West North Central,38,ND,North Dakota,1,81,3,3,0,1,1,0,0,1,1,11
466490,MIDWEST,East North Central,18,IN,Indiana,2,52,1,2,0,1,1,0,1,0,1,11
67340,MIDWEST,East North Central,17,IL,Illinois,2,58,1,5,0,1,2,0,2,0,2,16
105092,WEST,Mountain North,8,CO,Colorado,2,45,1,5,0,1,4,2,2,0,5,16
62300,WEST,Mountain North,30,MT,Montana,2,70,3,3,0,1,2,0,0,2,5,12
353449,SOUTH,South Atlantic,45,SC,South Carolina,1,82,3,3,0,1,1,0,0,1,5,5
155590,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,30,1,4,0,1,3,2,1,0,5,16
286632,MIDWEST,East North Central,39,OH,Ohio,2,70,3,2,0,1,1,0,0,1,0,14
305238,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,85,3,2,0,1,1,0,0,1,5,9
497354,NORTHEAST,New England,50,VT,Vermont,2,50,1,4,0,1,2,0,2,0,5,16
48191,NORTHEAST,New England,44,RI,Rhode Island,1,30,1,5,0,1,2,0,2,0,5,12
16476,NORTHEAST,New England,23,ME,Maine,1,22,1,4,0,1,2,0,2,0,0,15
443285,NORTHEAST,New England,25,MA,Massachusetts,2,34,1,4,0,1,3,1,2,0,5,16
349771,SOUTH,South Atlantic,37,NC,North Carolina,2,53,1,3,0,1,2,1,1,0,2,14
393195,SOUTH,South Atlantic,45,SC,South Carolina,2,57,1,3,0,1,1,0,1,0,0,6
379479,WEST,Pacific,6,CA,California,2,64,3,3,0,1,1,0,1,0,5,8
334956,NORTHEAST,New England,25,MA,Massachusetts,2,67,3,3,0,1,5,1,3,1,5,13
92551,SOUTH,East South Central,47,TN,Tennessee,1,48,1,3,0,1,4,0,4,0,5,16
342769,SOUTH,East South Central,47,TN,Tennessee,2,65,1,4,0,1,3,0,2,1,5,15
36402,SOUTH,East South Central,21,KY,Kentucky,2,51,1,3,0,1,4,0,4,0,5,13
142364,WEST,Pacific,41,OR,Oregon,1,59,4,3,0,1,2,0,2,0,5,14
392443,SOUTH,South Atlantic,37,NC,North Carolina,1,39,4,2,1,1,5,3,2,0,5,2
406442,SOUTH,South Atlantic,12,FL,Florida,2,44,1,5,0,1,5,3,2,0,5,16
98649,WEST,Mountain North,8,CO,Colorado,1,44,2,3,0,1,2,0,2,0,5,11
481780,SOUTH,South Atlantic,37,NC,North Carolina,2,36,1,4,0,1,2,0,2,0,5,16
419822,WEST,Pacific,15,HI,Hawaii,1,70,3,2,0,4,2,0,0,2,5,8
152540,MIDWEST,West North Central,20,KS,Kansas,2,69,3,3,0,1,2,0,1,1,5,12
413976,NORTHEAST,Middle Atlantic,36,NY,New York,1,57,1,2,0,1,4,0,3,1,5,16
430226,WEST,Pacific,6,CA,California,2,71,3,3,0,1,2,0,0,2,5,14
391268,MIDWEST,East North Central,17,IL,Illinois,1,60,3,2,0,1,2,0,2,0,5,12
135255,SOUTH,South Atlantic,11,DC,District of Columbia,1,65,1,4,0,1,1,0,0,1,5,14
373798,SOUTH,East South Central,47,TN,Tennessee,1,59,1,4,0,1,2,0,2,0,1,16
204013,SOUTH,West South Central,5,AR,Arkansas,2,51,1,4,0,1,4,1,3,0,3,15
6327,SOUTH,West South Central,48,TX,Texas,2,40,1,3,1,1,3,1,2,0,2,12
27106,WEST,Mountain North,56,WY,Wyoming,2,83,3,2,0,1,1,0,0,1,0,12
102042,NORTHEAST,New England,25,MA,Massachusetts,1,74,3,5,0,1,1,0,0,1,5,9
380623,MIDWEST,East North Central,17,IL,Illinois,1,67,1,5,0,1,1,0,0,1,0,11
152500,SOUTH,West South Central,40,OK,Oklahoma,1,60,3,4,0,1,3,1,2,0,5,16
426806,WEST,Pacific,53,WA,Washington,2,31,1,4,0,1,4,2,2,0,5,13
268903,SOUTH,South Atlantic,54,WV,West Virginia,1,45,4,4,0,1,3,2,1,0,5,14
496620,WEST,Mountain South,4,AZ,Arizona,1,66,3,3,0,1,2,0,0,2,5,15
1502,MIDWEST,East North Central,17,IL,Illinois,2,38,1,5,0,1,4,2,2,0,5,16
84894,MIDWEST,West North Central,29,MO,Missouri,2,59,3,3,0,1,2,0,1,1,5,12
80534,MIDWEST,East North Central,55,WI,Wisconsin,2,72,3,3,0,1,2,0,0,2,5,13
382654,NORTHEAST,Middle Atlantic,36,NY,New York,1,75,3,4,0,2,1,0,0,1,2,7
319506,WEST,Pacific,41,OR,Oregon,2,33,1,4,0,1,1,0,1,0,5,9
401707,MIDWEST,West North Central,27,MN,Minnesota,1,28,1,4,0,1,4,2,2,0,3,15
363466,WEST,Mountain North,8,CO,Colorado,1,66,3,3,0,1,1,0,0,1,5,11
9600,NORTHEAST,Middle Atlantic,36,NY,New York,2,84,3,5,0,1,1,0,0,1,5,16
